year,state_name,dist_name,rice_area_ha,rice_production_tons,rice_yield_tph,wheat_area_ha,wheat_production_tons,wheat_yield_tph,kharif_sorghum_production_tons,rabi_sorghum_production_tons,sorghum_production_tons,pearl_millet_production_tons,maize_area_ha,maize_production_tons,maize_yield_tph,finger_millet_production_tons,groundnut_production_tons,sunflower_production_tons,soyabean_production_tons,oilseeds_area_ha,oilseeds_production_tons,oilseeds_yield_tph,sugarcane_production_tons,cotton_production_tons
1967,Haryana,Hissar,14000.0,21000.0,1.5,160300.0,274000.0,1.7093,8000.0,0.0,8000.0,30000.0,5000.0,5000.0,1.0,0.0,400.0,0.0,0.0,134840.0,16830.0,0.5945900000000001,58000.0,5000.0
1968,Haryana,Hissar,13000.0,21000.0,1.61538,163000.0,238000.0,1.4601199999999999,7000.0,0.0,7000.0,30000.0,5000.0,7000.0,1.4,0.0,200.0,0.0,0.0,14050.0,16830.0,0.5945900000000001,115000.0,5000.0
1969,Haryana,Hissar,16200.0,30000.0,1.85185,197000.0,389000.0,1.9746199999999998,7000.0,0.0,7000.0,30000.0,5400.0,5000.0,0.9259299999999999,0.0,400.0,0.0,0.0,51370.0,33600.0,0.65408,124600.0,5000.0
1970,Haryana,Hissar,19700.0,32000.0,1.6243699999999999,212400.0,418000.0,1.96798,8000.0,0.0,8000.0,30000.0,3600.0,5000.0,1.3888900000000002,0.0,400.0,0.0,0.0,50800.0,16830.0,0.5945900000000001,87000.0,5000.0
1971,Haryana,Hissar,19200.0,23000.0,1.19792,212700.0,326000.0,1.53268,7000.0,0.0,7000.0,30000.0,3200.0,5000.0,1.5625,0.0,400.0,0.0,0.0,66060.0,16830.0,0.5945900000000001,51000.0,5000.0
1972,Haryana,Hissar,18700.0,32000.0,1.71123,249000.0,414100.0,1.66305,3000.0,0.0,3000.0,30000.0,3500.0,3000.0,0.85714,0.0,500.0,0.0,0.0,106380.0,39400.0,0.37037,47800.0,5000.0
1973,Haryana,Hissar,17700.0,32000.0,1.8079100000000001,226500.0,327100.0,1.44415,5400.0,0.0,5400.0,30000.0,3800.0,5000.0,1.31579,0.0,0.0,0.0,0.0,73900.0,16830.0,0.5945900000000001,56800.0,5000.0
1974,Haryana,Hissar,20700.0,24000.0,1.1594200000000001,189200.0,313700.0,1.65803,3700.0,0.0,3700.0,30000.0,2800.0,2700.0,0.96429,0.0,0.0,0.0,0.0,55530.0,16830.0,0.5945900000000001,54700.0,5000.0
1975,Haryana,Hissar,20700.0,46000.0,2.2222199999999996,227600.0,475000.0,2.0869899999999997,4400.0,0.0,4400.0,30000.0,3200.0,4000.0,1.25,0.0,0.0,0.0,0.0,56620.0,16830.0,0.5945900000000001,50200.0,5000.0
1976,Haryana,Hissar,27500.0,73000.0,2.65455,255700.0,506700.0,1.98162,4400.0,0.0,4400.0,30000.0,3200.0,2000.0,0.625,0.0,0.0,0.0,0.0,42040.0,29400.0,0.69933,82600.0,5000.0
1977,Haryana,Hissar,30000.0,80000.0,2.66667,257500.0,534981.25,2.1429099999999996,2000.0,0.0,2000.0,30000.0,2400.0,2000.0,0.83333,0.0,0.0,0.0,0.0,91770.0,16830.0,0.5945900000000001,83500.0,5000.0
1978,Haryana,Hissar,38000.0,109000.0,2.86842,290400.0,534981.25,2.49621,1000.0,0.0,1000.0,30000.0,2000.0,3000.0,1.5,0.0,500.0,0.0,0.0,58460.0,16830.0,0.5945900000000001,54000.0,5000.0
1979,Haryana,Hissar,40000.0,82000.0,2.05,272700.0,534981.25,2.3824699999999996,1700.0,0.0,1700.0,30000.0,2000.0,1000.0,0.5,0.0,500.0,0.0,0.0,69220.0,16830.0,0.5945900000000001,19000.0,5000.0
1980,Haryana,Hissar,38000.0,114000.0,3.0,282500.0,534981.25,2.53912,2400.0,0.0,2400.0,30000.0,2000.0,2000.0,1.0,0.0,600.0,0.0,0.0,187860.0,94700.0,0.5041,13000.0,5000.0
1981,Haryana,Hissar,41000.0,126000.0,3.07317,304725.0,534981.25,2.47398,700.0,0.0,700.0,30000.0,3000.0,2000.0,0.66667,0.0,700.0,0.0,0.0,89390.0,55600.0,0.62199,30400.0,5000.0
1982,Haryana,Hissar,42000.0,131000.0,3.11905,304725.0,534981.25,2.66444,700.0,0.0,700.0,30000.0,2000.0,2000.0,1.0,0.0,600.0,0.0,0.0,65930.0,16830.0,0.5945900000000001,21300.0,5000.0
1983,Haryana,Hissar,50000.0,149000.0,2.98,304725.0,534981.25,2.50468,1700.0,0.0,1700.0,30000.0,2000.0,1000.0,0.5,0.0,1400.0,0.0,0.0,81040.0,16830.0,0.5945900000000001,25700.0,5000.0
1984,Haryana,Hissar,58700.0,161400.0,2.7495700000000003,304725.0,534981.25,2.6220700000000003,1700.0,0.0,1700.0,30000.0,3000.0,3000.0,1.0,0.0,2300.0,0.0,0.0,145370.0,16830.0,0.5945900000000001,14800.0,5000.0
1985,Haryana,Hissar,54700.0,173100.0,3.16453,304725.0,534981.25,3.26167,700.0,0.0,700.0,30000.0,2000.0,2000.0,1.0,0.0,2000.0,0.0,0.0,171450.0,123365.0,0.72092,16800.0,5000.0
1986,Haryana,Hissar,57000.0,179000.0,3.1403499999999998,304725.0,534981.25,3.22233,700.0,0.0,700.0,30000.0,1000.0,1000.0,1.0,0.0,700.0,0.0,0.0,115490.0,16830.0,0.5945900000000001,23600.0,5000.0
1987,Haryana,Hissar,48000.0,114000.0,2.375,304725.0,534981.25,2.79888,0.0,0.0,0.0,29200.0,1000.0,1000.0,1.0,0.0,1500.0,0.0,0.0,117840.0,16830.0,0.5945900000000001,13700.0,5000.0
1988,Haryana,Hissar,48000.0,117000.0,2.4375,304725.0,534981.25,3.62133,700.0,0.0,700.0,30000.0,1000.0,1000.0,1.0,0.0,600.0,0.0,0.0,152890.0,123365.0,1.28203,18800.0,5000.0
1989,Haryana,Hissar,53000.0,185000.0,3.49057,304725.0,534981.25,3.44487,700.0,0.0,700.0,30000.0,1000.0,1000.0,1.0,0.0,400.0,0.0,0.0,163560.0,123365.0,0.94656,21000.0,5000.0
1990,Haryana,Hissar,63400.0,214000.0,3.37539,304725.0,534981.25,3.72654,1710.0,0.0,1710.0,30000.0,870.0,1000.0,1.14811,0.0,200.0,0.0,0.0,170560.0,123365.0,1.29321,22130.0,5000.0
1991,Haryana,Hissar,63300.0,228000.0,3.6019,304725.0,534981.25,3.84799,710.0,0.0,710.0,30000.0,670.0,1000.0,1.49031,0.0,300.0,0.0,0.0,192656.25,123365.0,1.06305,36550.0,5000.0
1992,Haryana,Hissar,64300.0,213000.0,3.3125999999999998,304725.0,534981.25,3.96169,1420.0,0.0,1420.0,30000.0,670.0,2000.0,2.98063,0.0,300.0,0.0,0.0,192656.25,123365.0,0.9520599999999999,24130.0,5000.0
1993,Haryana,Hissar,77040.0,270000.0,3.50458,304725.0,534981.25,3.8521199999999998,1710.0,0.0,1710.0,30000.0,1200.0,1000.0,0.83333,0.0,400.0,0.0,0.0,192656.25,123365.0,1.41818,15000.0,5000.0
1994,Haryana,Hissar,86240.0,322000.0,3.7336799999999997,304725.0,534981.25,3.87759,1420.0,0.0,1420.0,30000.0,400.0,0.0,0.0,0.0,400.0,0.0,0.0,192656.25,123365.0,1.3982,27260.0,5000.0
1995,Haryana,Hissar,82070.0,250000.0,3.04614,304725.0,534981.25,3.9276999999999997,0.0,0.0,0.0,30000.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,192656.25,123365.0,1.2416099999999999,34100.0,5000.0
1996,Haryana,Hissar,87410.0,316000.0,3.61502,304725.0,534981.25,4.0178400000000005,710.0,0.0,710.0,30000.0,100.0,0.0,0.0,0.0,200.0,0.0,0.0,192656.25,123365.0,1.51421,39680.0,5000.0
1997,Haryana,Hissar,106110.0,357130.0,3.3656599999999997,304725.0,534981.25,3.92964,1420.0,0.0,1420.0,30000.0,270.0,0.0,0.0,0.0,100.0,0.0,0.0,192656.25,123365.0,0.71409,34550.0,5000.0
1998,Haryana,Hissar,158970.0,417360.0,2.6254,304725.0,534981.25,4.07086,710.0,0.0,710.0,30000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,192656.25,123365.0,1.09536,32100.0,5000.0
1999,Haryana,Hissar,163780.0,418070.0,2.55258,304725.0,534981.25,4.19182625,710.0,0.0,710.0,30000.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,176090.0,123365.0,1.21006,39550.0,5000.0
2000,Haryana,Hissar,140150.0,387200.0,2.76273,304725.0,534981.25,4.1190500000000005,0.0,0.0,0.0,30000.0,70.0,0.0,0.0,0.0,100.0,0.0,0.0,160160.0,123365.0,1.3081800000000001,47550.0,5000.0
2001,Haryana,Hissar,121150.0,344910.0,2.84687,304725.0,534981.25,4.07702,710.0,0.0,710.0,30000.0,200.0,0.0,0.0,0.0,100.0,0.0,0.0,192656.25,123365.0,1.4645599999999999,63550.0,5000.0
2002,Haryana,Hissar,138020.0,401490.0,2.90903,304725.0,534981.25,3.97564,710.0,0.0,710.0,30000.0,200.0,0.0,0.0,0.0,1400.0,0.0,0.0,192656.25,123365.0,1.09144,103650.0,5000.0
2003,Haryana,Hissar,147830.0,458330.0,3.1004099999999997,304725.0,534981.25,4.08089,710.0,0.0,710.0,30000.0,70.0,0.0,0.0,0.0,700.0,0.0,0.0,192656.25,123365.0,1.52629,59360.0,5000.0
2004,Haryana,Hissar,147480.0,509940.0,3.4576599999999997,304725.0,534981.25,3.9482,710.0,0.0,710.0,30000.0,130.0,0.0,0.0,0.0,670.0,0.0,0.0,192656.25,123365.0,1.10091,20550.0,5000.0
2005,Haryana,Hissar,158780.0,524750.0,3.3049899999999997,304725.0,534981.25,3.65255,710.0,0.0,710.0,30000.0,170.0,0.0,0.0,0.0,1840.0,0.0,0.0,192656.25,123365.0,1.05884,24520.0,5000.0
2006,Haryana,Hissar,161560.0,603460.0,3.7353,304725.0,534981.25,4.19182625,710.0,0.0,710.0,30000.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,192656.25,123365.0,1.32382,32380.000000000004,5000.0
2007,Haryana,Hissar,169510.0,634400.0,3.7426,304725.0,534981.25,4.138319999999999,1420.0,0.0,1420.0,30000.0,70.0,0.0,0.0,0.0,400.0,0.0,0.0,192656.25,123365.0,1.11342,33520.0,5000.0
2008,Haryana,Hissar,198850.0,698950.0,3.5149299999999997,304725.0,534981.25,4.19182625,2130.0,0.0,2130.0,30000.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,192656.25,123365.0,1.576225,16630.0,5000.0
2009,Haryana,Hissar,199490.0,620240.0,3.10913,304725.0,534981.25,4.109520000000001,2840.0,0.0,2840.0,30000.0,70.0,0.0,0.0,0.0,1400.0,0.0,0.0,192656.25,123365.0,1.576225,11390.0,5000.0
2010,Haryana,Hissar,208820.0,687240.0,3.29102,304725.0,534981.25,4.19182625,0.0,0.0,0.0,30000.0,170.0,0.0,0.0,0.0,2100.0,0.0,0.0,192656.25,123365.0,1.576225,13390.0,5000.0
2011,Haryana,Hissar,205520.0,671660.0,3.26802,304725.0,534981.25,4.19182625,0.0,0.0,0.0,30000.0,100.0,0.0,0.0,0.0,1600.0,0.0,0.0,192656.25,123365.0,1.4235499999999999,18360.0,5000.0
2012,Haryana,Hissar,207570.0,730400.0,3.5188800000000002,304725.0,534981.25,4.19182625,0.0,0.0,0.0,30000.0,80.0,0.0,0.0,0.0,2850.0,0.0,0.0,192656.25,123365.0,1.576225,15090.0,5000.0
2013,Haryana,Hissar,217360.0,773850.0,3.5602199999999997,304725.0,534981.25,4.19182625,710.0,0.0,710.0,30000.0,0.0,0.0,0.0,0.0,6470.0,0.0,0.0,192656.25,123365.0,1.576225,19520.0,5000.0
2014,Haryana,Hissar,243910.0,774883.75,3.37133,304725.0,534981.25,4.19182625,710.0,0.0,710.0,30000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,192656.25,123365.0,1.4714,17790.0,5000.0
2015,Haryana,Hissar,282250.0,774883.75,3.29718,304725.0,534981.25,4.19182625,710.0,0.0,710.0,30000.0,100.0,0.0,0.0,0.0,5170.0,0.0,0.0,192656.25,123365.0,1.576225,0.0,5000.0
2016,Haryana,Hissar,289750.0,774883.75,3.56075,304725.0,534981.25,4.19182625,0.0,0.0,1420.0,30000.0,300.0,0.0,0.0,0.0,5470.0,0.0,0.0,192656.25,123365.0,1.576225,30750.0,5000.0
2017,Haryana,Hissar,305380.0,774883.75,3.52946,304725.0,534981.25,4.19182625,0.0,0.0,710.0,30000.0,170.0,0.0,0.0,0.0,3600.0,0.0,0.0,192656.25,123365.0,1.576225,0.0,5000.0
1966,Haryana,Gurgaon,200.0,200.0,1.0,99400.0,151000.0,1.51911,8000.0,0.0,8000.0,30000.0,4000.0,4000.0,1.0,0.0,300.0,0.0,0.0,41840.0,16830.0,0.5945900000000001,26000.0,300.0
1967,Haryana,Gurgaon,1000.0,1000.0,1.0,127000.0,213000.0,1.67717,8000.0,0.0,8000.0,30000.0,6000.0,2000.0,0.33332999999999996,0.0,100.0,0.0,0.0,40890.0,16830.0,0.5945900000000001,24000.0,400.0
1968,Haryana,Gurgaon,1000.0,1000.0,1.0,126000.0,218000.0,1.7301600000000001,3000.0,0.0,3000.0,30000.0,4000.0,3000.0,0.75,0.0,100.0,0.0,0.0,19710.0,16830.0,0.5945900000000001,35000.0,300.0
1969,Haryana,Gurgaon,2400.0,3000.0,1.25,139000.0,286000.0,2.05755,10000.0,0.0,10000.0,30000.0,5400.0,4000.0,0.74074,0.0,100.0,0.0,0.0,26680.0,18900.0,0.7084,59000.0,400.0
1970,Haryana,Gurgaon,1900.0,3000.0,1.57895,155500.0,242000.0,1.55627,8000.0,0.0,8000.0,30000.0,4200.0,4000.0,0.95238,0.0,0.0,0.0,0.0,29040.0,16830.0,0.5945900000000001,49000.0,400.0
1971,Haryana,Gurgaon,2300.0,4000.0,1.73913,169900.0,279000.0,1.6421400000000002,6000.0,0.0,6000.0,30000.0,6000.0,7000.0,1.16667,0.0,300.0,0.0,0.0,39400.0,16830.0,0.5945900000000001,28000.0,400.0
1972,Haryana,Gurgaon,2400.0,3000.0,1.25,162300.0,288000.0,1.77449,9000.0,0.0,9000.0,30000.0,5500.0,4000.0,0.72727,0.0,200.0,0.0,0.0,26270.0,16300.0,0.62048,37000.0,700.0
1973,Haryana,Gurgaon,2800.0,5000.0,1.7857100000000001,148300.0,186000.0,1.25421,7000.0,0.0,7000.0,30000.0,5300.0,3000.0,0.56604,0.0,100.0,0.0,0.0,23260.0,16830.0,0.5945900000000001,42000.0,700.0
1974,Haryana,Gurgaon,2200.0,3000.0,1.3636400000000002,138100.0,233000.0,1.6871800000000001,13000.0,0.0,13000.0,30000.0,5300.0,3000.0,0.56604,0.0,900.0,0.0,0.0,35340.0,16830.0,0.5945900000000001,42000.0,400.0
1975,Haryana,Gurgaon,2900.0,6000.0,2.0689699999999998,158200.0,272000.0,1.7193399999999999,9000.0,0.0,9000.0,30000.0,6000.0,5000.0,0.83333,0.0,600.0,0.0,0.0,19420.0,16830.0,0.5945900000000001,35000.0,400.0
1976,Haryana,Gurgaon,3300.0,5000.0,1.51515,182800.0,334000.0,1.8271300000000001,12000.0,0.0,12000.0,30000.0,5300.0,3000.0,0.56604,0.0,100.0,0.0,0.0,16050.0,6900.0,0.42991,40000.0,200.0
1977,Haryana,Gurgaon,3000.0,3000.0,1.0,180900.0,366000.0,2.0232200000000002,4000.0,0.0,4000.0,21000.0,4100.0,1000.0,0.2439,0.0,400.0,0.0,0.0,17600.0,16830.0,0.5945900000000001,46000.0,200.0
1978,Haryana,Gurgaon,7200.0,8000.0,1.1111099999999998,192300.0,380000.0,1.9760799999999998,11000.0,0.0,11000.0,30000.0,3900.0,1000.0,0.25641,0.0,1500.0,0.0,0.0,14720.0,16830.0,0.5945900000000001,54000.0,200.0
1979,Haryana,Gurgaon,9000.0,6000.0,0.66667,197000.0,407000.0,2.0659899999999998,10000.0,0.0,10000.0,30000.0,4000.0,3000.0,0.75,0.0,800.0,0.0,0.0,16520.0,16830.0,0.5945900000000001,24000.0,300.0
1980,Haryana,Gurgaon,3000.0,4000.0,1.33333,195000.0,398000.0,2.04103,18000.0,0.0,18000.0,30000.0,4000.0,3000.0,0.75,0.0,800.0,0.0,0.0,24910.0,21000.0,0.84303,3000.0,500.0
1981,Haryana,Gurgaon,4000.0,6000.0,1.5,194000.0,424000.0,2.1855700000000002,8000.0,0.0,8000.0,30000.0,3000.0,2000.0,0.66667,0.0,700.0,0.0,0.0,34250.0,25700.0,0.75036,30000.0,300.0
1982,Haryana,Gurgaon,3000.0,5000.0,1.66667,222000.0,534981.25,2.44595,5000.0,0.0,5000.0,30000.0,2000.0,2000.0,1.0,0.0,500.0,0.0,0.0,27520.0,16830.0,0.5945900000000001,24000.0,300.0
1983,Haryana,Gurgaon,5000.0,12000.0,2.4,224000.0,534981.25,2.38839,9000.0,0.0,9000.0,30000.0,3000.0,2000.0,0.66667,0.0,600.0,0.0,0.0,29830.0,16830.0,0.5945900000000001,28000.0,200.0
1984,Haryana,Gurgaon,7000.0,14000.0,2.0,203000.0,457000.0,2.25123,11000.0,0.0,11000.0,30000.0,3000.0,2000.0,0.66667,0.0,1000.0,0.0,0.0,42720.0,16830.0,0.5945900000000001,18000.0,200.0
1985,Haryana,Gurgaon,11000.0,30000.0,2.72727,195000.0,524000.0,2.6871799999999997,4000.0,0.0,4000.0,30000.0,4000.0,3000.0,0.75,0.0,300.0,0.0,0.0,47560.0,34700.0,0.7296,28000.0,200.0
1986,Haryana,Gurgaon,11000.0,20000.0,1.8181800000000001,214000.0,476000.0,2.2243000000000004,13000.0,0.0,13000.0,27000.0,5000.0,1000.0,0.2,0.0,700.0,0.0,0.0,40510.0,16830.0,0.5945900000000001,30000.0,0.0
1987,Haryana,Gurgaon,4000.0,6000.0,1.5,206000.0,501000.0,2.4320399999999998,2000.0,0.0,2000.0,22000.0,3000.0,1000.0,0.33332999999999996,0.0,100.0,0.0,0.0,50960.0,16830.0,0.5945900000000001,39000.0,200.0
1988,Haryana,Gurgaon,5000.0,12000.0,2.4,219000.0,534981.25,2.81735,11000.0,0.0,11000.0,30000.0,2000.0,1000.0,0.5,0.0,100.0,0.0,0.0,56200.0,69000.0,1.22776,48000.0,200.0
1989,Haryana,Gurgaon,10000.0,24000.0,2.4,208000.0,534981.25,2.62981,8000.0,0.0,8000.0,30000.0,2000.0,1000.0,0.5,0.0,100.0,0.0,0.0,68900.0,68700.0,0.9971,36000.0,0.0
1990,Haryana,Gurgaon,9300.0,27000.0,2.90323,210000.0,534981.25,2.78571,22000.0,0.0,22000.0,30000.0,1900.0,1000.0,0.52632,0.0,100.0,0.0,0.0,79700.0,98800.0,1.2396500000000001,42000.0,0.0
1991,Haryana,Gurgaon,7600.0,24000.0,3.15789,180000.0,534981.25,3.26111,9000.0,0.0,9000.0,30000.0,1400.0,1000.0,0.71429,0.0,200.0,0.0,0.0,95300.0,93700.0,0.98321,53000.0,0.0
1992,Haryana,Gurgaon,10400.0,28000.0,2.69231,207200.0,534981.25,3.2046300000000003,18000.0,0.0,18000.0,30000.0,1200.0,1000.0,0.83333,0.0,300.0,0.0,0.0,68800.0,58900.0,0.8561,46000.0,340.0
1993,Haryana,Gurgaon,16300.0,46000.0,2.82209,224000.0,534981.25,3.21875,9000.0,0.0,9000.0,30000.0,1100.0,1000.0,0.9090900000000001,0.0,400.0,0.0,0.0,76700.0,97600.0,1.27249,42000.0,170.0
1994,Haryana,Gurgaon,19100.0,53000.0,2.77487,223900.0,534981.25,3.43904,9000.0,0.0,9000.0,30000.0,1000.0,2000.0,2.0,0.0,400.0,0.0,0.0,72700.0,93600.0,1.28748,38000.0,340.0
1995,Haryana,Gurgaon,21200.0,46000.0,2.16981,224600.0,534981.25,3.53517,9000.0,0.0,9000.0,30000.0,1100.0,2000.0,1.8181800000000001,0.0,800.0,0.0,0.0,67500.0,86100.0,1.27556,41000.0,170.0
1996,Haryana,Gurgaon,20700.0,58000.0,2.80193,225000.0,534981.25,3.75556,11000.0,0.0,11000.0,30000.0,900.0,2000.0,2.2222199999999996,0.0,700.0,0.0,0.0,73500.0,88000.0,1.19728,55000.0,340.0
1997,Haryana,Gurgaon,27300.0,79000.0,2.89377,239800.0,534981.25,3.65721,13000.0,0.0,13000.0,30000.0,600.0,2000.0,3.33333,0.0,700.0,0.0,0.0,49700.0,42900.0,0.86318,43000.0,0.0
1998,Haryana,Gurgaon,41000.0,95000.0,2.31707,258000.0,534981.25,3.38372,7000.0,0.0,7000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,55000.0,1.22222,30000.0,0.0
1999,Haryana,Gurgaon,38300.0,80000.0,2.08877,260500.0,534981.25,3.95777,6000.0,0.0,6000.0,30000.0,800.0,2000.0,2.5,0.0,0.0,0.0,0.0,51000.0,68300.0,1.33922,41000.0,0.0
2000,Haryana,Gurgaon,36800.0,100000.0,2.71739,270300.0,534981.25,3.77358,7000.0,0.0,7000.0,30000.0,800.0,2000.0,2.5,0.0,0.0,0.0,0.0,37500.0,54300.0,1.448,36000.0,0.0
2001,Haryana,Gurgaon,38700.0,109000.0,2.81654,252200.0,534981.25,3.71531,7000.0,0.0,7000.0,30000.0,900.0,3000.0,3.33333,0.0,0.0,0.0,0.0,64000.0,99500.0,1.5546900000000001,37000.0,0.0
2002,Haryana,Gurgaon,20700.0,56000.0,2.70531,245200.0,534981.25,3.90294,7000.0,0.0,7000.0,30000.0,900.0,2000.0,2.2222199999999996,0.0,100.0,0.0,0.0,67900.0,84300.0,1.24153,40000.0,0.0
2003,Haryana,Gurgaon,35800.0,97000.0,2.7095,257100.00000000003,534981.25,3.77285,7000.0,0.0,7000.0,30000.0,200.0,0.0,0.0,0.0,100.0,0.0,0.0,58500.0,81300.0,1.38974,34000.0,0.0
2004,Haryana,Gurgaon,34510.0,86000.0,2.49203,251250.0,534981.25,3.71343,7000.0,0.0,7000.0,30000.0,260.0,0.0,0.0,0.0,200.0,0.0,0.0,70300.0,80500.0,1.14509,29000.0,0.0
2005,Haryana,Gurgaon,37200.0,103000.0,2.7688200000000003,242100.0,534981.25,3.41594,6000.0,0.0,6000.0,30000.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,70830.0,81500.0,1.15064,29000.0,0.0
2006,Haryana,Gurgaon,37800.0,105000.0,2.7777800000000004,250700.0,534981.25,3.52613,8000.0,0.0,8000.0,30000.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58300.0,66300.0,1.1372200000000001,31300.0,0.0
2007,Haryana,Gurgaon,40300.0,126000.0,3.1265500000000004,253100.0,534981.25,4.13275,12000.0,0.0,12000.0,30000.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,50900.0,69400.0,1.3634600000000001,35000.0,0.0
2008,Haryana,Gurgaon,46100.0,120000.0,2.60304,247200.0,534981.25,4.19182625,11000.0,0.0,11000.0,30000.0,100.0,200.0,2.0,0.0,0.0,0.0,0.0,49300.0,85600.0,1.576225,26900.0,0.0
2009,Haryana,Gurgaon,50700.0,141000.0,2.78107,257800.0,534981.25,4.16214,11000.0,0.0,11000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47200.0,73400.0,1.55508,16200.0,0.0
2010,Haryana,Gurgaon,54000.0,140000.0,2.59259,252300.0,534981.25,4.19182625,13000.0,0.0,13000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40900.0,72200.0,1.576225,17000.0,0.0
2011,Haryana,Gurgaon,54800.0,149000.0,2.71898,253900.0,534981.25,4.19182625,12000.0,0.0,12000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,79300.0,1.576225,26000.0,0.0
2012,Haryana,Gurgaon,49230.0,134000.0,2.72192,243450.0,534981.25,4.19182625,8500.0,0.0,8500.0,30000.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,48200.0,82300.0,1.576225,30100.0,680.0
2013,Haryana,Gurgaon,55000.0,149000.0,2.70909,249000.0,534981.25,4.19182625,11000.0,0.0,11000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45200.0,69400.0,1.5354,17800.0,680.0
2014,Haryana,Gurgaon,57000.0,159000.0,2.7894699999999997,259000.0,534981.25,3.28571,8000.0,0.0,8000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34500.0,46500.0,1.3478299999999999,8700.0,2550.0
2015,Haryana,Gurgaon,59000.0,138000.0,2.33898,257800.0,534981.25,3.98759,9000.0,0.0,9000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36800.0,57700.0,1.56793,0.0,3060.0
2016,Haryana,Gurgaon,62100.0,166000.0,2.6731100000000003,255200.0,534981.25,4.19182625,0.0,0.0,15000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33300.0,86700.0,1.576225,18000.0,5000.0
2017,Haryana,Gurgaon,64200.0,174000.0,2.71028,243700.0,534981.25,4.19182625,0.0,0.0,9000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41900.0,91600.0,1.576225,0.0,5000.0
1966,Haryana,Jind,5000.0,6000.0,1.2,53000.0,77000.0,1.4528299999999998,6000.0,0.0,6000.0,30000.0,3000.0,3000.0,1.0,0.0,0.0,0.0,0.0,8470.0,16830.0,0.5945900000000001,34000.0,4400.0
1967,Haryana,Jind,7000.0,8000.0,1.14286,57000.0,104000.0,1.82456,11000.0,0.0,11000.0,30000.0,3100.0,3000.0,0.96774,0.0,0.0,0.0,0.0,7180.0,16830.0,0.5945900000000001,45000.0,3600.0
1968,Haryana,Jind,8300.0,9500.0,1.14458,62200.0,113500.0,1.82476,8100.0,0.0,8100.0,30000.0,3500.0,3500.0,1.0,0.0,0.0,0.0,0.0,5280.0,16830.0,0.5945900000000001,89000.0,2300.0
1969,Haryana,Jind,10700.0,12200.0,1.14019,68500.0,125000.0,1.8248199999999999,9200.0,0.0,9200.0,30000.0,2800.0,2800.0,1.0,0.0,0.0,0.0,0.0,6080.0,2800.0,0.46053,81000.0,2900.0
1970,Haryana,Jind,9800.0,11000.0,1.12245,77000.0,145000.0,1.88312,10000.0,0.0,10000.0,30000.0,3000.0,3000.0,1.0,0.0,0.0,0.0,0.0,6070.0,16830.0,0.5945900000000001,59000.0,2900.0
1971,Haryana,Jind,11100.0,18000.0,1.6216199999999998,79000.0,162000.0,2.05063,7000.0,0.0,7000.0,30000.0,2000.0,2000.0,1.0,0.0,0.0,0.0,0.0,7750.0,16830.0,0.5945900000000001,48000.0,3400.0
1972,Haryana,Jind,13300.0,17000.0,1.2782,108000.0,186000.0,1.72222,8000.0,0.0,8000.0,30000.0,2000.0,1000.0,0.5,0.0,0.0,0.0,0.0,13000.0,6200.0,0.47692,58000.0,3700.0
1973,Haryana,Jind,13400.0,20000.0,1.49254,105000.0,168000.0,1.6,8000.0,0.0,8000.0,30000.0,4000.0,3000.0,0.75,0.0,0.0,0.0,0.0,12380.0,16830.0,0.5945900000000001,73000.0,4500.0
1974,Haryana,Jind,12000.0,12000.0,1.0,96000.0,163000.0,1.69792,4000.0,0.0,4000.0,30000.0,3000.0,1000.0,0.33332999999999996,0.0,0.0,0.0,0.0,16720.0,16830.0,0.5945900000000001,64000.0,4700.0
1975,Haryana,Jind,15500.0,25000.0,1.6129,102000.0,202000.0,1.98039,6000.0,0.0,6000.0,30000.0,5000.0,5000.0,1.0,0.0,0.0,0.0,0.0,13960.0,16830.0,0.5945900000000001,81000.0,5000.0
1976,Haryana,Jind,16900.0,30000.0,1.77515,108000.0,217000.0,2.00926,5000.0,0.0,5000.0,30000.0,3000.0,2000.0,0.66667,0.0,0.0,0.0,0.0,9510.0,5400.0,0.5678200000000001,78000.0,4700.0
