year,state_name,dist_name,rice_area_ha,rice_production_tons,rice_yield_tph,wheat_area_ha,wheat_production_tons,wheat_yield_tph,kharif_sorghum_production_tons,rabi_sorghum_production_tons,sorghum_production_tons,pearl_millet_production_tons,maize_area_ha,maize_production_tons,maize_yield_tph,finger_millet_production_tons,groundnut_production_tons,sunflower_production_tons,soyabean_production_tons,oilseeds_area_ha,oilseeds_production_tons,oilseeds_yield_tph,sugarcane_production_tons,cotton_production_tons
1966,Chhattisgarh,Durg,462721.25,185000.0,0.33759,44000.0,20000.0,0.45455,400.0,0.0,400.0,0.0,3000.0,2000.0,0.66667,200.0,100.0,0.0,0.0,50700.0,16830.0,0.5945900000000001,1600.0,0.0
1967,Chhattisgarh,Durg,462721.25,409000.0,0.74771,50000.0,26000.0,0.52,900.0,0.0,900.0,0.0,3000.0,3000.0,1.0,200.0,100.0,0.0,0.0,113550.0,16830.0,0.5945900000000001,1200.0,0.0
1968,Chhattisgarh,Durg,462721.25,468000.0,0.84127,53700.0,30000.0,0.5586599999999999,400.0,0.0,400.0,0.0,2800.0,2000.0,0.71429,200.0,100.0,0.0,0.0,126620.0,16830.0,0.5945900000000001,1000.0,0.0
1969,Chhattisgarh,Durg,462721.25,400800.0,0.7114,49400.0,26500.0,0.53644,600.0,0.0,600.0,0.0,2700.0,2300.0,0.85185,200.0,100.0,0.0,0.0,114140.0,14900.0,0.13054,1900.0,0.0
1970,Chhattisgarh,Durg,462721.25,473600.0,0.82855,44200.0,29000.0,0.65611,600.0,0.0,600.0,0.0,2500.0,3300.0,1.32,200.0,100.0,0.0,0.0,126400.0,24300.0,0.19225,1400.0,0.0
1971,Chhattisgarh,Durg,462721.25,412900.0,0.70969,44400.0,25800.0,0.58108,200.0,0.0,200.0,0.0,2700.0,3100.0,1.14815,200.0,0.0,0.0,0.0,124200.0,20200.0,0.16263999999999998,1000.0,0.0
1972,Chhattisgarh,Durg,462721.25,381000.0,0.6544099999999999,39600.0,20600.0,0.5202,300.0,0.0,300.0,0.0,2800.0,3200.0,1.14286,100.0,0.0,0.0,0.0,123800.0,25400.0,0.20517,1000.0,0.0
1973,Chhattisgarh,Durg,462721.25,471900.0,0.7865,37300.0,18600.0,0.49866000000000005,200.0,0.0,200.0,0.0,2900.0,2700.0,0.93103,200.0,0.0,0.0,0.0,130199.99999999999,30300.0,0.23272,1200.0,0.0
1974,Chhattisgarh,Durg,462721.25,219000.0,0.37283,36500.0,22400.0,0.6137,400.0,0.0,400.0,0.0,2900.0,2900.0,1.0,300.0,0.0,0.0,0.0,96800.0,23900.0,0.2469,1500.0,0.0
1975,Chhattisgarh,Durg,462721.25,454000.0,0.75882,49200.0,27800.0,0.56504,200.0,0.0,200.0,0.0,2900.0,2900.0,1.0,200.0,0.0,0.0,0.0,131500.0,30800.0,0.23422,1400.0,0.0
1976,Chhattisgarh,Durg,462721.25,327100.0,0.55104,46900.0,10000.0,0.21322,100.0,0.0,100.0,0.0,3000.0,2000.0,0.66667,200.0,0.0,0.0,0.0,105700.0,7100.0,0.06717000000000001,800.0,0.0
1977,Chhattisgarh,Durg,462721.25,572400.0,0.95289,53100.0,27100.0,0.51036,100.0,0.0,100.0,0.0,3400.0,2800.0,0.82353,200.0,0.0,0.0,0.0,128600.0,24500.0,0.19050999999999998,300.0,0.0
1978,Chhattisgarh,Durg,462721.25,362200.0,0.59135,48700.0,25600.0,0.52567,100.0,0.0,100.0,0.0,3400.0,2900.0,0.85294,200.0,100.0,0.0,0.0,145600.0,17500.0,0.12018999999999999,200.0,0.0
1979,Chhattisgarh,Durg,462721.25,330600.0,0.53599,44600.0,17800.0,0.3991,500.0,0.0,500.0,0.0,3000.0,3600.0,1.2,200.0,200.0,0.0,0.0,102800.0,5400.0,0.05253,100.0,0.0
1980,Chhattisgarh,Durg,462721.25,515600.0,0.8121,44100.0,33600.0,0.7619,200.0,0.0,200.0,0.0,3000.0,2800.0,0.93333,200.0,200.0,0.0,0.0,113400.0,19800.0,0.1746,100.0,0.0
1981,Chhattisgarh,Durg,462721.25,506900.0,0.8046,41500.0,23600.0,0.56867,200.0,0.0,200.0,0.0,3000.0,3000.0,1.0,200.0,100.0,0.0,0.0,117100.0,15800.0,0.13493,100.0,0.0
1982,Chhattisgarh,Durg,462721.25,513299.99999999994,0.81749,41100.0,23900.0,0.58151,100.0,0.0,100.0,0.0,3000.0,3100.0,1.0333299999999999,200.0,100.0,0.0,25.0,117900.0,15900.0,0.13486,200.0,0.0
1983,Chhattisgarh,Durg,462721.25,711000.0,1.13451,39900.0,20600.0,0.5162899999999999,100.0,0.0,100.0,0.0,3000.0,3700.0,1.23333,200.0,100.0,0.0,25.0,119800.0,22400.0,0.18697999999999998,300.0,0.0
1984,Chhattisgarh,Durg,462721.25,563800.0,0.89181,40500.0,19900.0,0.49136,300.0,0.0,300.0,0.0,3600.0,4100.0,1.1388900000000002,200.0,200.0,0.0,25.0,120300.0,18100.0,0.15046,500.0,0.0
1985,Chhattisgarh,Durg,462721.25,699800.0,1.10938,39400.0,21000.0,0.53299,200.0,0.0,200.0,0.0,3800.0,3000.0,0.78947,100.0,300.0,0.0,25.0,120300.0,19000.0,0.15794,300.0,0.0
1986,Chhattisgarh,Durg,462721.25,525000.0,0.81649,37000.0,24000.0,0.64865,100.0,0.0,100.0,0.0,4000.0,3000.0,0.75,100.0,1000.0,0.0,25.0,97800.0,18600.0,0.19018000000000002,500.0,0.0
1987,Chhattisgarh,Durg,462721.25,523000.0,0.8071,43000.0,23000.0,0.53488,200.0,0.0,200.0,0.0,4000.0,3000.0,0.75,100.0,1000.0,0.0,25.0,93200.0,22400.0,0.24034,300.0,0.0
1988,Chhattisgarh,Durg,462721.25,549700.0,0.8421900000000001,43700.0,20200.0,0.46224,100.0,0.0,100.0,0.0,3800.0,4000.0,1.0526300000000002,100.0,1300.0,0.0,25.0,86100.0,15000.0,0.17421999999999999,500.0,0.0
1989,Chhattisgarh,Durg,462721.25,457300.0,0.69267,43800.0,22700.0,0.5182599999999999,100.0,0.0,100.0,0.0,3700.0,4800.0,1.2973,100.0,2800.0,0.0,25.0,74400.0,17000.0,0.22849,700.0,0.0
1990,Chhattisgarh,Durg,462721.25,774883.75,1.18143,36200.0,24800.0,0.68508,400.0,0.0,400.0,0.0,4000.0,3800.0,0.95,0.0,2900.0,0.0,25.0,84000.0,19600.0,0.23333,100.0,0.0
1991,Chhattisgarh,Durg,462721.25,773600.0,1.13631,34800.0,21600.0,0.6206900000000001,1800.0,0.0,1800.0,0.0,3800.0,3500.0,0.9210499999999999,0.0,2700.0,30.0,25.0,86400.0,26000.0,0.30093000000000003,900.0,0.0
1992,Chhattisgarh,Durg,462721.25,774883.75,1.1298,56100.0,20500.0,0.36542,1000.0,0.0,1000.0,0.0,4400.0,6000.0,1.3636400000000002,0.0,2300.0,20.0,25.0,90800.0,28200.0,0.31057,600.0,0.0
1993,Chhattisgarh,Durg,462721.25,774883.75,1.24602,33800.0,23800.0,0.70414,200.0,0.0,3600.0,10.0,3800.0,4200.0,1.10526,0.0,2600.0,70.0,25.0,124200.0,48400.0,0.38969,800.0,0.0
1994,Chhattisgarh,Durg,462721.25,774883.75,1.33173,36500.0,29400.0,0.80548,200.0,0.0,200.0,0.0,4800.0,4300.0,0.89583,0.0,1200.0,80.0,25.0,117000.0,40000.0,0.34188,700.0,0.0
1995,Chhattisgarh,Durg,462721.25,774883.75,1.45444,37100.0,26500.0,0.71429,100.0,0.0,100.0,0.0,4200.0,5600.0,1.33333,0.0,1000.0,100.0,25.0,121900.0,40000.0,0.32814,800.0,0.0
1996,Chhattisgarh,Durg,462721.25,774883.75,1.2902,36200.0,29100.0,0.80387,200.0,0.0,200.0,300.0,3200.0,4100.0,1.28125,0.0,800.0,100.0,25.0,136300.0,57600.0,0.42260000000000003,1100.0,0.0
1997,Chhattisgarh,Durg,462721.25,774883.75,1.1383699999999999,35600.0,18300.0,0.5140399999999999,100.0,0.0,100.0,0.0,3500.0,3200.0,0.9142899999999999,0.0,1400.0,100.0,25.0,149440.0,62400.0,0.41756,900.0,0.0
1998,Chhattisgarh,Durg,462721.25,684620.0,0.8704500000000001,39960.0,24840.0,0.62162,270.0,0.0,270.0,0.0,5610.0,5680.0,1.01265,0.0,1380.0,0.0,25.0,151860.0,47570.0,0.31325,2270.0,0.0
1999,Chhattisgarh,Durg,462721.25,774883.75,1.25104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.0,4980.0,1.3074400000000002,70.0,1380.0,125.0,25.0,108140.0,35930.0,0.33225,3430.0,0.0
2000,Chhattisgarh,Durg,462721.25,467890.0,0.62489,29900.0,17590.0,0.5881900000000001,230.0,0.0,230.0,20.0,3940.0,3120.0,0.79252,70.0,1150.0,125.0,25.0,61920.0,17340.0,0.28002999999999995,170.0,0.0
2001,Chhattisgarh,Durg,462721.25,774883.75,1.29413,34330.0,24110.0,0.70243,250.0,0.0,250.0,0.0,3900.0,2620.0,0.6722100000000001,60.0,1710.0,125.0,25.0,68510.0,22840.0,0.33341000000000004,210.0,0.0
2002,Chhattisgarh,Durg,462721.25,484900.0,0.6436000000000001,33250.0,25090.0,0.75444,210.0,0.0,210.0,0.0,3710.0,4760.0,1.2843,50.0,1670.0,125.0,25.0,61300.0,22070.0,0.35997,290.0,10.0
2003,Chhattisgarh,Durg,462721.25,774883.75,1.4947300000000001,37990.0,29580.0,0.77878,150.0,0.0,150.0,0.0,3400.0,3350.0,0.98349,80.0,1330.0,125.0,25.0,61470.0,22110.0,0.35967,410.0,50.0
2004,Chhattisgarh,Durg,462721.25,774883.75,1.2684600000000001,36430.0,23190.0,0.63648,110.0,0.0,110.0,0.0,3260.0,3870.0,1.18604,90.0,1080.0,125.0,25.0,67230.0,31950.0,0.47524,650.0,210.0
2005,Chhattisgarh,Durg,462721.25,774883.75,1.2684600000000001,36430.0,23190.0,0.63648,110.0,0.0,110.0,0.0,3260.0,3870.0,1.18604,90.0,1080.0,125.0,25.0,73670.0,38160.0,0.51797,650.0,0.0
2006,Chhattisgarh,Durg,462721.25,774883.75,1.5058099999999999,36810.0,26620.0,0.7231599999999999,150.0,0.0,150.0,0.0,5280.0,5030.0,0.95314,40.0,1040.0,125.0,25.0,88020.0,49860.0,0.56649,720.0,50.0
2007,Chhattisgarh,Durg,462721.25,774883.75,1.36998,37320.0,34380.0,0.92103,30.0,0.0,170.0,0.0,3300.0,3820.0,1.15723,50.0,870.0,125.0,25.0,96560.0,82960.0,0.8592000000000001,1210.0,10.0
2008,Chhattisgarh,Durg,462721.25,704090.0,0.87642,36460.0,31190.0,0.8554700000000001,70.0,0.0,260.0,0.0,3400.0,3350.0,0.9849199999999999,60.0,720.0,125.0,25.0,94770.0,73180.0,0.7722,840.0,10.0
2009,Chhattisgarh,Durg,462721.25,622050.0,0.78837,42440.0,38120.0,0.89809,70.0,0.0,220.0,0.0,3250.0,3400.0,1.04597,40.0,1020.0,125.0,25.0,94840.0,72740.0,0.76705,1650.0,0.0
2010,Chhattisgarh,Durg,462721.25,774883.75,1.69577,46120.0,45870.0,0.9946900000000001,320.0,0.0,320.0,2410.0,3170.0,4630.0,1.45732,0.0,960.0,125.0,25.0,114350.0,112830.0,0.98666,1130.0,0.0
2011,Chhattisgarh,Durg,462721.25,774883.75,1.75623,44980.0,50190.0,1.11568,200.0,0.0,200.0,0.0,3630.0,4670.0,1.28556,40.0,840.0,125.0,25.0,106250.0,78180.0,0.7358,2060.0,20.0
2012,Chhattisgarh,Durg,462721.25,774883.75,1.90097,43870.0,47690.0,1.0871,490.0,0.0,490.0,0.0,3120.0,4800.0,1.53856,50.0,720.0,125.0,25.0,104270.0,109660.0,1.05169,1260.0,20.0
2013,Chhattisgarh,Durg,462721.25,774883.75,1.5818599999999998,41540.0,43330.0,1.0430599999999999,0.0,0.0,170.0,70.0,3640.0,6340.0,1.7422,40.0,900.0,110.0,25.0,108220.0,99310.0,0.91764,930.0,10.0
2014,Chhattisgarh,Durg,462721.25,774883.75,1.7298900000000001,44250.0,50960.0,1.15149,0.0,0.0,180.0,40.0,4019.9999999999995,5840.0,1.4516600000000002,30.0,700.0,100.0,25.0,99930.0,46200.0,0.4623,3460.0,20.0
2015,Chhattisgarh,Durg,462721.25,774883.75,1.07695,48720.0,54600.0,1.12074,0.0,0.0,190.0,0.0,9870.0,14470.0,1.46717,10.0,750.0,40.0,25.0,113880.0,37190.0,0.32661,2570.0,10.0
2016,Chhattisgarh,Durg,462721.25,774883.75,2.08596,48940.0,61840.0,1.26355,0.0,0.0,130.0,0.0,7950.0,16120.000000000002,2.02848,10.0,700.0,0.0,25.0,0.0,0.0,0.0,7210.0,20.0
2017,Chhattisgarh,Durg,462721.25,774883.75,1.1689200000000002,43500.0,50190.0,1.15377,0.0,0.0,140.0,0.0,9250.0,18090.0,1.95603,0.0,770.0,0.0,25.0,0.0,0.0,0.0,3590.0,130.0
1966,Chhattisgarh,Bastar,406000.0,261000.0,0.64286,2000.0,1000.0,0.5,4200.0,0.0,4200.0,0.0,23000.0,31000.0,1.3478299999999999,1500.0,0.0,0.0,0.0,33980.0,16830.0,0.5945900000000001,2400.0,0.0
1967,Chhattisgarh,Bastar,414000.0,319000.0,0.7705299999999999,2000.0,1000.0,0.5,4600.0,0.0,4600.0,0.0,24000.0,34000.0,1.41667,1500.0,0.0,0.0,0.0,35690.0,16830.0,0.5945900000000001,2800.0,0.0
1968,Chhattisgarh,Bastar,423200.0,294000.0,0.69471,2300.0,1000.0,0.43478,5300.0,0.0,5300.0,0.0,24700.0,24000.0,0.97166,1500.0,0.0,0.0,0.0,37220.0,16830.0,0.5945900000000001,3700.0,0.0
1969,Chhattisgarh,Bastar,429100.0,329000.0,0.7667200000000001,2300.0,1500.0,0.6521699999999999,4800.0,0.0,4800.0,0.0,25100.0,25000.0,0.99602,1500.0,0.0,0.0,0.0,38090.0,10300.0,0.27041000000000004,4100.0,0.0
1970,Chhattisgarh,Bastar,437700.0,316800.0,0.72378,2400.0,1900.0,0.79167,5200.0,0.0,5200.0,0.0,25400.0,36100.0,1.42126,1500.0,0.0,0.0,0.0,40300.0,9700.0,0.24069,3800.0,0.0
1971,Chhattisgarh,Bastar,445600.0,366600.0,0.82271,2500.0,1500.0,0.6,4100.0,0.0,4100.0,0.0,26800.0,35100.0,1.3097,1500.0,0.0,0.0,0.0,42500.0,12600.0,0.29647,3800.0,0.0
1972,Chhattisgarh,Bastar,443100.0,285800.0,0.645,2700.0,1700.0,0.62963,5200.0,0.0,5200.0,0.0,26800.0,37100.0,1.3843299999999998,1500.0,0.0,0.0,0.0,43100.0,14100.0,0.32715,3700.0,0.0
1973,Chhattisgarh,Bastar,450500.0,364300.0,0.8086599999999999,2600.0,1900.0,0.73077,6900.0,0.0,6900.0,0.0,27400.0,39400.0,1.4379600000000001,1500.0,0.0,0.0,0.0,49200.0,16800.0,0.34146,4000.0,0.0
1974,Chhattisgarh,Bastar,451600.0,302900.0,0.67073,2400.0,2000.0,0.83333,5800.0,0.0,5800.0,0.0,28200.0,34600.0,1.22695,1500.0,0.0,0.0,0.0,50200.0,15900.0,0.31673,3700.0,0.0
1975,Chhattisgarh,Bastar,458300.0,407900.0,0.89003,3700.0,2900.0,0.7837799999999999,7900.0,0.0,7900.0,0.0,29400.0,34800.0,1.18367,1500.0,0.0,0.0,0.0,53300.0,17800.0,0.33396,3700.0,0.0
1976,Chhattisgarh,Bastar,459600.0,296100.0,0.6442599999999999,3300.0,2200.0,0.66667,4700.0,0.0,4700.0,0.0,28700.0,32600.0,1.13589,1500.0,0.0,0.0,0.0,37300.0,5200.0,0.13941,2900.0,0.0
1977,Chhattisgarh,Bastar,462721.25,430400.0,0.9091699999999999,3300.0,2600.0,0.78788,6000.0,0.0,6000.0,0.0,29300.0,29200.0,0.9965900000000001,1500.0,0.0,0.0,0.0,44200.0,10600.0,0.23982,2500.0,0.0
1978,Chhattisgarh,Bastar,462721.25,402200.0,0.8201499999999999,3000.0,2800.0,0.93333,6300.0,0.0,6300.0,0.0,27600.0,30200.0,1.0942,1500.0,0.0,0.0,0.0,44800.0,11800.0,0.26339,2800.0,0.0
1979,Chhattisgarh,Bastar,462721.25,309200.0,0.62151,3000.0,2400.0,0.8,8300.0,0.0,8300.0,0.0,27000.0,39400.0,1.45926,1500.0,0.0,0.0,0.0,41300.0,8800.0,0.21308000000000002,1700.0,0.0
1980,Chhattisgarh,Bastar,462721.25,391800.0,0.7543300000000001,2900.0,3100.0,1.06897,8100.0,0.0,8100.0,0.0,28000.0,30300.0,1.08214,1500.0,0.0,0.0,0.0,37500.0,9800.0,0.26133,1700.0,0.0
1981,Chhattisgarh,Bastar,462721.25,389300.0,0.7436499999999999,3000.0,3300.0,1.1,8200.0,0.0,8200.0,0.0,27000.0,29400.0,1.0888900000000001,1500.0,0.0,0.0,0.0,38600.0,11000.0,0.28497,2100.0,0.0
1982,Chhattisgarh,Bastar,462721.25,372400.0,0.7057,3200.0,3900.0,1.21875,5500.0,0.0,5500.0,0.0,28000.0,36700.0,1.31071,1500.0,0.0,0.0,25.0,41700.0,11700.0,0.28058,2100.0,0.0
1983,Chhattisgarh,Bastar,462721.25,408000.0,0.75836,2900.0,2700.0,0.93103,9400.0,0.0,9400.0,0.0,29000.0,39000.0,1.34483,1500.0,0.0,0.0,25.0,43500.0,13500.0,0.31033999999999995,2800.0,0.0
1984,Chhattisgarh,Bastar,462721.25,395600.0,0.74166,2800.0,3000.0,1.07143,10100.0,0.0,10100.0,0.0,28800.0,42800.0,1.4861099999999998,1500.0,0.0,0.0,25.0,43700.0,12500.0,0.28604,2600.0,0.0
1985,Chhattisgarh,Bastar,462721.25,774883.75,1.5021600000000002,2600.0,2600.0,1.0,9800.0,0.0,9800.0,0.0,28700.0,32400.0,1.1289200000000001,1500.0,0.0,0.0,25.0,45400.0,12300.0,0.27093,600.0,0.0
1986,Chhattisgarh,Bastar,462721.25,403000.0,0.72482,3000.0,3000.0,1.0,8000.0,0.0,8000.0,0.0,28000.0,34000.0,1.2142899999999999,1500.0,0.0,0.0,25.0,44100.0,11100.0,0.2517,1400.0,0.0
1987,Chhattisgarh,Bastar,462721.25,382000.0,0.68829,3000.0,2000.0,0.66667,9100.0,0.0,9100.0,0.0,28000.0,34000.0,1.2142899999999999,1500.0,0.0,0.0,25.0,45000.0,14500.0,0.32222,400.0,0.0
1988,Chhattisgarh,Bastar,462721.25,553200.0,0.96578,2800.0,3000.0,1.07143,8600.0,0.0,8600.0,0.0,28600.0,40900.0,1.43007,1500.0,100.0,0.0,25.0,44900.0,14800.0,0.32962,600.0,0.0
1989,Chhattisgarh,Bastar,462721.25,544700.0,0.95277,2600.0,2700.0,1.03846,9100.0,0.0,9100.0,0.0,28400.0,54700.0,1.9260599999999999,1500.0,0.0,0.0,25.0,44200.0,14000.0,0.31674,700.0,0.0
1990,Chhattisgarh,Bastar,462721.25,561900.0,0.97047,2000.0,2400.0,1.2,5500.0,0.0,7800.0,0.0,27500.0,40600.0,1.47636,0.0,0.0,0.0,25.0,43700.0,15000.0,0.34325,1100.0,0.0
1991,Chhattisgarh,Bastar,462721.25,624300.0,1.07213,2200.0,3000.0,1.3636400000000002,5600.0,0.0,7400.0,0.0,27500.0,40800.0,1.48364,0.0,0.0,10.0,20.0,43600.0,16100.000000000002,0.36927,500.0,0.0
1992,Chhattisgarh,Bastar,462721.25,533300.0,0.9125599999999999,1600.0,2000.0,1.25,5300.0,0.0,8300.0,0.0,27500.0,46300.0,1.68364,0.0,0.0,20.0,25.0,40600.0,11700.0,0.28818,1300.0,0.0
1993,Chhattisgarh,Bastar,462721.25,603700.0,0.99736,1800.0,2600.0,1.44444,6000.0,0.0,9400.0,0.0,27200.0,43900.0,1.6139700000000001,0.0,100.0,20.0,25.0,42200.0,12600.0,0.29857999999999996,900.0,0.0
1994,Chhattisgarh,Bastar,462721.25,604000.0,0.99033,1600.0,2400.0,1.5,4600.0,0.0,6200.0,0.0,25500.0,32200.000000000004,1.26275,0.0,100.0,10.0,25.0,41800.0,13100.0,0.31339999999999996,900.0,0.0
1995,Chhattisgarh,Bastar,462721.25,589100.0,0.9517,1600.0,2500.0,1.5625,5400.0,0.0,7700.0,0.0,24700.0,41600.0,1.68421,0.0,100.0,0.0,25.0,41500.0,13400.0,0.32289,1100.0,0.0
1996,Chhattisgarh,Bastar,462721.25,670500.0,1.04099,2000.0,3300.0,1.65,6400.0,0.0,11900.0,0.0,24400.0,38700.0,1.5860699999999999,0.0,100.0,0.0,25.0,55600.0,20100.0,0.36151,1300.0,0.0
1997,Chhattisgarh,Bastar,462721.25,455000.0,0.73057,1400.0,2200.0,1.57143,5300.0,0.0,5300.0,0.0,24500.0,34100.0,1.39184,0.0,100.0,0.0,25.0,39170.0,11600.0,0.29614999999999997,1000.0,0.0
1998,Chhattisgarh,Bastar,462721.25,569800.0,0.90863,2400.0,3800.0,1.58333,10300.0,0.0,12700.0,0.0,37100.0,56800.0,1.531,0.0,300.0,0.0,25.0,52300.0,16700.0,0.31931,1200.0,0.0
1999,Chhattisgarh,Bastar,462721.25,676200.0,1.07595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,46600.0,1.864,1500.0,0.0,10.0,25.0,9100.0,3620.0,0.3978,1350.0,0.0
2000,Chhattisgarh,Bastar,462721.25,523900.0,0.8342,1700.0,2750.0,1.61765,3440.0,0.0,3440.0,0.0,24710.0,38350.0,1.552,1500.0,70.0,10.0,25.0,15170.0,4480.0,0.29531999999999997,130.0,10.0
2001,Chhattisgarh,Bastar,462721.25,774883.75,1.45452,2500.0,3880.0,1.552,5230.0,0.0,5230.0,0.0,25060.0,23680.0,0.9449299999999999,1500.0,60.0,60.0,25.0,15210.0,5450.0,0.35831999999999997,110.0,20.0
2002,Chhattisgarh,Bastar,462721.25,331380.0,0.53114,2090.0,3760.0,1.79904,2360.0,0.0,2360.0,0.0,25260.0,35990.0,1.42478,1500.0,100.0,20.0,25.0,11320.0,2950.0,0.2606,90.0,10.0
2003,Chhattisgarh,Bastar,462721.25,774883.75,1.6484100000000002,2420.0,3830.0,1.58264,3960.0,0.0,3960.0,0.0,29480.0,45980.0,1.5597,1500.0,40.0,10.0,25.0,27130.0,5680.0,0.20936000000000002,140.0,0.0
2004,Chhattisgarh,Bastar,462721.25,774883.75,1.24105,2170.0,3210.0,1.47926,2480.0,0.0,2480.0,0.0,30190.0,49740.0,1.64757,1500.0,40.0,10.0,25.0,29420.0,8900.0,0.30251999999999996,100.0,0.0
2005,Chhattisgarh,Bastar,462721.25,774883.75,1.24105,2170.0,3210.0,1.47926,2480.0,0.0,2480.0,0.0,30190.0,49740.0,1.64757,1500.0,40.0,10.0,25.0,29000.0,8390.0,0.28931,100.0,0.0
2006,Chhattisgarh,Bastar,462721.25,774883.75,1.5306099999999998,1920.0,3200.0,1.66667,2170.0,0.0,2700.0,0.0,31150.0,41190.0,1.3223099999999999,1500.0,40.0,20.0,25.0,28870.0,7000.0,0.24247,140.0,0.0
2007,Chhattisgarh,Bastar,462721.25,774883.75,1.48183,1680.0,3310.0,1.97024,0.0,0.0,1870.0,0.0,32659.999999999996,59390.0,1.81843,1500.0,60.0,10.0,25.0,11560.0,4900.0,0.42388,210.0,0.0
2008,Chhattisgarh,Bastar,462721.25,729330.0,1.16176,1710.0,2600.0,1.52047,0.0,0.0,1700.0,0.0,33410.0,53870.0,1.61239,1500.0,70.0,10.0,25.0,10820.0,3730.0,0.34473000000000004,220.0,0.0
2009,Chhattisgarh,Bastar,462721.25,682460.0,1.08904,1640.0,2950.0,1.79878,0.0,0.0,2420.0,0.0,34770.0,61360.0,1.76474,1500.0,30.0,10.0,25.0,10510.0,4760.0,0.45289999999999997,340.0,0.0
2010,Chhattisgarh,Bastar,462721.25,774883.75,1.90545,1600.0,3200.0,2.0,4400.0,0.0,4400.0,0.0,35700.0,72300.0,2.02521,0.0,0.0,20.0,0.0,24230.0,7350.0,0.30334,120.0,0.0
2011,Chhattisgarh,Bastar,462721.25,772880.0,1.23123,1330.0,2490.0,1.87218,1970.0,0.0,1970.0,0.0,40160.0,82320.0,2.063,1500.0,10.0,10.0,25.0,22570.0,7500.0,0.3323,340.0,0.0
2012,Chhattisgarh,Bastar,462721.25,774883.75,2.10306,1250.0,2470.0,1.976,1920.0,0.0,1920.0,0.0,41040.0,82320.0,2.05336,1500.0,30.0,10.0,25.0,21950.0,7100.0,0.32345999999999997,160.0,0.0
2013,Chhattisgarh,Bastar,462721.25,774883.75,1.9694,970.0,1750.0,1.80412,0.0,0.0,1590.0,0.0,42380.0,82320.0,2.34733,1500.0,50.0,0.0,10.0,20290.0,6670.0,0.32873,140.0,0.0
2014,Chhattisgarh,Bastar,462721.25,774883.75,2.12933,810.0,1860.0,2.2963,0.0,0.0,2090.0,0.0,43100.0,82320.0,2.01694,1500.0,40.0,10.0,25.0,21210.0,7060.0,0.33286,330.0,0.0
2015,Chhattisgarh,Bastar,462721.25,664460.0,1.03087,840.0,1750.0,2.08333,0.0,0.0,1520.0,0.0,41360.0,82320.0,2.15135,1260.0,90.0,10.0,0.0,19050.0,5540.0,0.29081,100.0,0.0
2016,Chhattisgarh,Bastar,462721.25,774883.75,1.97324,670.0,1530.0,2.26558,0.0,0.0,2340.0,0.0,41500.0,82320.0,2.9795,1500.0,120.0,0.0,10.0,0.0,0.0,0.0,200.0,0.0
2017,Chhattisgarh,Bastar,462721.25,774883.75,1.21423,1240.0,2220.0,1.78313,0.0,0.0,1790.0,0.0,41940.0,82320.0,2.8663600000000002,1440.0,80.0,0.0,10.0,0.0,0.0,0.0,110.0,0.0
1966,Chhattisgarh,Raipur,462721.25,469000.0,0.65411,6000.0,2000.0,0.33332999999999996,500.0,0.0,500.0,0.0,1000.0,1000.0,1.0,300.0,5000.0,0.0,0.0,39950.0,16830.0,0.5945900000000001,2700.0,0.0
1967,Chhattisgarh,Raipur,462721.25,625000.0,0.86088,9000.0,4000.0,0.44444,500.0,0.0,500.0,0.0,1000.0,1000.0,1.0,400.0,9800.0,0.0,0.0,71610.0,16830.0,0.5945900000000001,3300.0,0.0
1968,Chhattisgarh,Raipur,462721.25,630000.0,0.86124,9500.0,4000.0,0.42105000000000004,500.0,0.0,500.0,0.0,1000.0,1000.0,1.0,500.0,6000.0,0.0,0.0,82730.0,16830.0,0.5945900000000001,4000.0,0.0
1969,Chhattisgarh,Raipur,462721.25,671200.0,0.91295,7600.0,3400.0,0.44737,400.0,0.0,400.0,0.0,1000.0,700.0,0.7,500.0,6900.0,0.0,0.0,71310.0,11300.0,0.15846000000000002,3200.0,0.0
1970,Chhattisgarh,Raipur,462721.25,774883.75,1.20929,7900.0,4800.0,0.6075900000000001,400.0,0.0,400.0,0.0,1000.0,1400.0,1.4,600.0,7800.0,0.0,0.0,79100.0,17000.0,0.21492,3300.0,0.0
1971,Chhattisgarh,Raipur,462721.25,699800.0,0.9291,7900.0,4900.0,0.62025,400.0,0.0,400.0,0.0,900.0,1100.0,1.22222,500.0,5900.0,0.0,0.0,78400.0,15600.0,0.19898,3600.0,0.0
1972,Chhattisgarh,Raipur,462721.25,687900.0,0.90264,11400.0,5700.0,0.5,500.0,0.0,500.0,0.0,900.0,1100.0,1.22222,500.0,6400.0,0.0,0.0,78400.0,12500.0,0.15944,3600.0,0.0
1973,Chhattisgarh,Raipur,462721.25,669500.0,0.86745,13300.0,7600.0,0.57143,400.0,0.0,400.0,0.0,900.0,1000.0,1.1111099999999998,600.0,5400.0,0.0,0.0,85100.0,13900.0,0.16334,3300.0,0.0
1974,Chhattisgarh,Raipur,462721.25,415600.0,0.53967,13500.0,7600.0,0.56296,300.0,0.0,300.0,0.0,900.0,800.0,0.88889,500.0,5200.0,0.0,0.0,49100.0,9800.0,0.19959,2800.0,0.0
